級別,單字,中文
6,renowned,著名的
6,reproduce,複製
6,reptile,爬蟲
6,resent(ment),怨恨）
6,reside,居住
6,resistant,抵抗的
6,respective,各自
6,restoration,恢復
6,restrain,抑制
6,restraint,克制
6,retort,反駁
6,retrieve,取回
6,revelation,啟示
6,revival,復興
6,revive,復活
6,revolt,反叛
6,revolve,圍繞
6,rigorous,嚴格的
6,ripple,波紋
6,rivalry,對抗
6,roam,漫遊
6,robust,強壯的
6,rotate,旋轉
6,rotation,旋轉
6,royalty,版稅
6,rubbish,垃圾
6,rugged,崎嶇
6,ruthless,無情
6,salute,禮炮
6,salvage,打撈
6,sanitation,衛生
6,savage,野蠻的
6,scenic,風景優美的
6,scorn,輕蔑
6,scrape,刮
6,screwdriver,螺絲起子
6,scroll,捲動
6,scrutiny,審查
6,sculptor,雕塑家
6,seagull/gull,海鷗/海鷗
6,seduce,勾引
6,selective,選擇性的
6,serene,安詳
6,sergeant,軍士
6,serial,連續劇
6,sermon,講道
6,serving,服務
6,setback,挫折
6,shabby,破舊
6,sharpen,銳化
6,shaver,刮鬍刀
6,shortcoming,缺點
6,shortsighted,短視的
6,shred,撕碎
6,shriek,尖叫
6,shrub,灌木
6,shuffle,隨機播放
6,shutter,快門
6,simplicity,簡單
6,simplify,簡化
6,simultaneous,同時
6,skeptical,持懷疑態度的
6,skim,撇去
6,slang,俚語
6,slash,削減
6,slaughter,屠宰
6,slay,殺戮
6,sloppy,馬虎的
6,slum,貧民窟
6,slump,暴跌
6,sly,狡猾
6,smuggle,走私
6,sneaker(s),運動鞋）
6,sneaky,偷偷摸摸的
6,sneeze,噴嚏
6,snore,鼾
6,sociable,善於交際
6,socialism,社會主義
6,socialist,社會主義者
6,socialize,社群
6,sociology,社會學
6,solemn,莊嚴
6,solidarity,團結
6,solitary,孤
6,solitude,孤獨
6,soothe,舒緩
6,sorrowful,悲傷
6,sovereign,主權
6,spacecraft/spaceship,太空船/太空船
6,span,跨距
6,sparrow,麻雀
6,spectacle,奇觀
6,spiral,螺旋
6,splendor,輝煌
6,spokesperson/ spokesman/ spokeswoman,發言人/發言人/發言人
6,spontaneous,自發性的
6,sportsman/sportswoman,男運動員/女運動員
6,sportsmanship,體育精神
6,spotlight,聚光燈
6,spur,支線
6,stabilize,穩定
6,stagger,錯開
6,staple,主食
6,starvation,飢餓
6,statesman,政治家
6,stationary,固定式
6,stationery,靜止的
6,stature,身材
6,statute,法令
6,stepchild,繼子女
6,stepfather,繼父
6,stepmother,後媽
6,stimulation,刺激
6,strait,海峽
6,strangle,扼殺
6,stray,流浪
6,stride,跨步
6,stroll,漫步
6,stun,擊暈
6,stutter,口吃
6,stylish,時髦的
6,subjective,主觀
6,subordinate,下屬
6,subscribe,訂閱
6,subscription,訂閱
6,subsidize,資助
6,succession,演替
6,successive,連續
6,suffocate,窒息
6,suitcase,行李箱
6,summon,召喚
6,superficial,淺
6,superintendent,主管
6,superiority,優勢
6,superstitious,迷信的
6,supplement,補充
6,suppress,壓制
6,surge,湧
6,surgical,外科
6,surname,姓
6,surpass,超過
6,suspense,懸念
6,suspension,暫停
6,swamp,沼澤
6,swarm,蜂群
6,symbolize,象徵
6,symmetry,對稱
6,sympathize,同情
6,symphony,交響樂
6,synonym,代名詞
6,synthetic,合成的
6,syrup,糖漿
6,tan,曬黑
6,tedious,乏味
6,telecommunications,電信
6,teller,出納員
6,tempo,速度
6,tenant,租戶
6,tentative,暫定的
6,terrace,陽台
6,textile,紡織品
6,thereafter,此後
6,thermometer,溫度計
6,tilt,傾斜
6,tiptoe,腳尖
6,tiresome,令人厭煩的
6,token,代幣
6,tornado,龍捲風
6,torrent,激流
6,trademark,商標
6,transcript,成績單
6,transmit,傳送
6,transplant,移植
6,treasury,國庫
6,trek,跋涉
6,trifle,瑣事
6,trillion,百萬
6,tropic,熱帶
6,trout,鱒魚
6,trustee,受託人
6,tuck,塔克
6,turmoil,動盪
6,twilight,暮
6,twinkle,閃爍
6,unanimous,一致
6,unconditional,無條件的
6,underestimate,低估
6,underneath,下
6,underpass,地下通道
6,underway,進行
6,unification,統一
6,unify,統一
6,unveil,揭幕
6,upright,直立
6,uprising,起義
6,upward,向上
6,upward/upwards,向上/向上
6,urgency,緊迫性
6,usher,引座員
6,utensil,用具
6,utter,說出
6,vaccine,疫苗
6,vanilla,香草
6,vanity,虛榮
6,vapor,汽
6,veil,面紗
6,velvet,天鵝絨
6,versatile,多才多藝的
6,veterinarian/vet,獸醫/獸醫
6,veto,否決
6,vibrate,顫動
6,vibration,振動
6,vice,副
6,victor,勝利者
6,vigor,活力
6,vigorous,蓬勃
6,villa,別墅
6,villain,惡棍
6,vine,藤
6,vineyard,葡萄園
6,violinist,小提琴家
6,virgin,處女
6,vitality,活力
6,vocation,職業
6,vocational,職業
6,vowel,母音
6,wag,搖擺
6,walnut,核桃
6,ward,病房
6,wardrobe,衣櫃
6,warrant,保證
6,warranty,保固單
6,waterproof,防水的
6,weary,厭倦
6,wharf,碼頭
6,whiskey/whisky,威士忌/威士忌
6,wholesale,批發的
6,wholesome,健康
6,widow/widower,寡婦/鰥夫
6,withhold,扣壓
6,woe,禍患
6,woodpecker,啄木鳥
6,workforce,勞動力
6,wrestle,搏鬥
6,wrinkle,皺紋
6,yearn,嚮往
6,yoga,瑜珈
6,yogurt,優格
6,zoom,飛漲
